-67,-75,-54
-70,-85,-62
-68,-75,-64
-79,-77,-67
-69,-67,-58
-71,-69,-65
-76,-60,-61
-76,-69,-66
-68,-69,-63
-73,-64,-64
-76,-70,-63
-72,-81,-52
-72,-65,-65
-70,-64,-53
-72,-68,-54
-73,-66,-60
-71,-66,-57
-63,-68,-54
-67,-72,-57
-77,-66,-59
-69,-73,-58
-71,-68,-56
-70,-74,-56
-68,-79,-56
-69,-68,-64
-81,-83,-63
-68,-64,-49
-69,-79,-61
-78,-63,-54
-69,-66,-54
