-66,-75,-60
-65,-67,-69
-70,-83,-73
-62,-79,-70
-60,-83,-66
-67,-77,-76
-65,-85,-72
-62,-87,-59
-64,-83,-66
-63,-82,-77
-73,-81,-71
-61,-79,-73
-64,-80,-80
-65,-82,-62
-67,-86,-72
-66,-85,-80
-59,-90,-76
-59,-81,-66
-60,-86,-62
-66,-88,-71
-65,-79,-75
-63,-80,-71
-57,-91,-54
-45,-84,-75
-56,-79,-70
-63,-82,-83
-90,-74,-76
-69,-82,-75
-69,-82,-66
-71,-74,-79
